"claim_id","claim","source_excerpt","my_label"
"q05:raw:8","For example, Weaviate supports HNSW, Flat Index, Dynamic Index, and HFresh index [4][6].","SOURCE [4] (Vector indexing — Weaviate docs (part 1)):
Copy page
On this page
# Vector Indexing
What is vector indexing? It's a key component of vector databases that helps to significantly **increase the speed** of the search process of similarity search with only a minimal tradeoff in search accuracy (HNSW index), or efficiently store many subsets of data in a small memory footprint (flat index). The dynamic index can even start off as a flat index and then dynamically switch to the HNSW index as it scales past a threshold.
Weaviate's vector-first storage system takes care of all storage operations with a vector index. Storing data in a vector-first manner not only allows for semantic or context-based search, but also makes it possible to store _very_ large amounts of data without decreasing performance (assuming scaled well horizontally or having sufficient shards for the indexes).
Weaviate supports these vector index types:
  * HNSW index: a more complex index that is slower to build, but it scales well to large datasets as queries have a logarithmic time complexity.
  * Flat index: a simple, lightweight index that is designed for small datasets.
  * Dynamic index: allows you to automatically switch from a flat index to an HNSW index as object count scales
  * HFresh index: a cluster-based index that uses HNSW for the centroid index, providing strong memory efficiency by keeping most of the data on disk

SOURCE [6] (Vector indexing — Weaviate docs (part 4)):
tip
You might","supported"
"q14:verified:4","**Training Costs and Efficiency**: While DeepSeek-V3 has achieved significant training efficiency through FP8 mixed precision training, the exact costs and detailed methodologies are not fully documented (Source [9], [10]).","SOURCE [9] (deepseek-ai/DeepSeek-V3 — GitHub README (part 7)):
The MindIE framework from the Huawei Ascend community has successfully adapted the BF16 version of DeepSeek-V3. For step-by-step guidance on Ascend NPUs, please follow the instructions here.
## 7. License

This code repository is licensed under the MIT License. The use of DeepSeek-V3 Base/Chat models is subject to the Model License. DeepSeek-V3 series (including Base and Chat) supports commercial use.
## 8. Citation

```
@misc{deepseekai2024deepseekv3technicalreport,
      title={DeepSeek-V3 Technical Report}, 
      author={DeepSeek-AI},
      year={2024},
      eprint={2412.19437},
      archivePrefix={arXiv},
      primaryClass={cs.CL},
      url={ 
}

```

## 9. Contact

If you have any questions, please raise an issue or contact us at service@deepseek.com.
## About
No description, website, or topics provided. 
### Resources
 Readme 
### License
MIT, Unknown licenses found 
### Licenses found
 MIT LICENSE-CODE   Unknown LICENSE-MODEL 
###  Uh oh! 
There was an error while loading. Please reload this page.
 Activity
 Custom properties
### Stars
 **104k** stars
### Watchers
 **749** watching
### Forks
 **16.7k** forks
 Report repository 
##  Releases 1
 v1.0.0 Latest  Jun 27, 2025 
##  Packages 0
###  Uh oh! 
There was an error while loading. Please reload this page.
###  Uh oh! 
There was an error while loading. Please reload this page.
##  Contributors
###  Uh oh! 
There was an error while loading. Please relo","unsupported"
"q03:raw:1","Dynamo leverages NIXL to transfer the KV cache directly from VRAM of the prefill GPU to that of the decode GPU (Source [4]).","SOURCE [4] (Disaggregated Serving — NVIDIA Dynamo design docs (part 2)):
The disaggregation design in Dynamo features a flexible framework that delivers strong performance across various conditions.
## Efficient KV Transfer
The key to high-performance disaggregation is efficient KV transfer. Dynamo leverages NIXL to transfer KV cache directly from the VRAM of the prefill engine to the VRAM of the decode engine. The KV transfer is non-blocking, allowing GPU forward passes to continue serving other requests during the transfer.
### Router Orchestration
The disaggregated serving flow is orchestrated by the `PrefillRouter`:
  1. **Worker Selection** : The router selects a prefill worker using KV-aware routing (based on cache overlap scores and load) or simple load balancing.
  2. **Prefill Execution** : The router sends the prefill request to the selected prefill worker. The prefill worker computes the KV cache and returns `disaggregated_params` containing backend-specific transfer metadata.
  3. **Decode Routing** : The router injects the prefill result into the decode request, th","supported"
"q04:raw:6","**StaticCache**: Pre-allocates a fixed maximum cache size, enabling efficient just-in-time optimizations but potentially leading to token wastage in attention computation [6].","SOURCE [6] (KV cache strategies — Hugging Face Transformers docs (part 3)):
##   Fixed-size cache
The default DynamicCache prevents you from taking advantage of most just-in-time (JIT) optimizations because the cache size isn’t fixed. JIT optimizations enable you to minimize latency at the expense of memory usage. All of the following cache types are compatible with JIT optimizations like torch.compile to accelerate generation.
A fixed-size cache (StaticCache) pre-allocates a specific maximum cache size for the kv pairs. You can generate up to the maximum cache size without needing to modify it. However, having a fixed (usually large) size for the key/value states means that while generating, a lot of tokens will actually be masked as they should not take part in the attention. So this trick allows to easily `compile` the decoding stage, but it incurs a waste of tokens in the attention computation. As all things, it’s then a trade-off which should be very good if you generate with several sequence of more or less the same lengths, but may be sub-optimal if you have for example 1 very large sequence, and then only short sequences (as the fix cache size would be large, a lot would be wasted for the short sequences). Make sure you understand the impact if you use it!
As for DynamicCache, note that for models using sliding window attention (Mistral, Gemma2,…) or chunked attention (Llama4), the cache will never be larger than the sliding window/chunk size on layers using these typ","supported"
"q05:verified:2","It scales well with large datasets and has logarithmic time complexity for queries [7][10].","SOURCE [7] (Qdrant documentation overview (part 2)):
While dense vectors excel at capturing context, they can sometimes miss specific technical terms or unique identifiers. To bridge this gap, Qdrant also utilizes **sparse vectors** designed to capture precise **lexical matches** for specific keywords. Learn more in this guide.
The process of generating embeddings from unstructured data is called inference. On Qdrant Cloud, you can use Cloud Inference to let Qdrant generate embeddings on the server side. Alternatively, you can use a library like FastEmbed to generate embeddings on the client side.
The search process itself revolves into the concept of **Top-K** retrieval. When a user submits a request, it is instantly transformed into a **query vector**. The engine then calculates the similarity between this query vector and document vectors, returning the “Top-K” closest matches, where K is a user-defined number representing the desired volume of results. This allows developers to fine-tune the balance between the breadth of the search and the precision of the answers.

To deliver the most robust search experience, Qdrant enables **Hybrid Retrieval** with semantic and lexical search, which you can learn more about here.
##  Architecture
Qdrants operates in a client-server architecture, providing official client libraries for Python, JavaScript/TypeScript, Rust, Go, .NET, and Java. However, Qdrant exposes HTTP and gRPC interfaces to facilitate integration with virtually any p","unsupported"
"q13:raw:0","A MoE model comprises two main components: experts and a gating network or router [1][2].","SOURCE [1] (Mixture of Experts Explained — Hugging Face blog (part 3)):
Let’s dive in!
##    What is a Mixture of Experts (MoE)? 
The scale of a model is one of the most important axes for better model quality. Given a fixed computing budget, training a larger model for fewer steps is better than training a smaller model for more steps. 
Mixture of Experts enable models to be pretrained with far less compute, which means you can dramatically scale up the model or dataset size with the same compute budget as a dense model. In particular, a MoE model should achieve the same quality as its dense counterpart much faster during pretraining. 
So, what exactly is a MoE? In the context of transformer models, a MoE consists of two main elements:
  * **Sparse MoE layers** are used instead of dense feed-forward network (FFN) layers. MoE layers have a certain number of “experts” (e.g. 8), where each expert is a neural network. In practice, the experts are FFNs, but they can also be more complex networks or even a MoE itself, leading to hierarchical MoEs!
  * A **gate network or router** , that determines which tokens are sent to which expert. For example, in the image below, the token “More” is sent to the second expert, and the token ""Parameters” is sent to the first network. As we’ll explore later, we can send a token to more than one expert. How to route a token to an expert is one of the big decisions when working with MoEs - the router is composed of learned parameters and is pretra","supported"
"q02:verified:3","This led to a temporary injunction against the DoD's designation (Source [1]).","SOURCE [1] (Claude (language model) — Wikipedia):
|  
| License  | Proprietary  |  
| Website  |  claude.ai   |  
**Claude** is a series of large language models developed by American software company Anthropic. Claude was released as an AI-based chatbot in March 2023. It is also used in AI-assisted software development.
Claude is trained using ""constitutional AI"", a technique developed by Anthropic to improve ethical and legal compliance (AI alignment). Since Claude 3, each generation has typically been released in three sizes, from least to most capable: Haiku, Sonnet, and Opus. An additional model named Claude Mythos was released to a handful of companies in 2026.
US federal agencies started phasing out the use of Claude after Anthropic refused to remove contractual prohibitions on the use of Claude for mass domestic surveillance and fully-autonomous weapons.[[1]]( Following the refusal, the Department of Defense (DoD) designated the company a ""supply chain risk"" and barred all U.S. private military contractors, suppliers, and partners from doing business with the firm. On March 26, 2026, a federal judge issued a temporary injunction against the DoD's designation.[[3]](
## Products
[edit source&action=edit&section=1 ""Edit section's source code: Products"")]
### Claude
[edit source&action=edit&section=2 ""Edit section's source code: Claude"")]
Claude is an AI chatbot similar to ChatGPT, capable of writing, coding, conducting research, and having conversations. In June 2024, An","supported"
"q07:raw:2","Schedulers can be customized for different needs [1][2].","SOURCE [1] (Triton Inference Server — NVIDIA user guide index):
# NVIDIA Triton Inference Server#
Triton Inference Server is an open source inference serving software that streamlines AI inferencing. Triton Inference Server enables teams to deploy any AI model from multiple deep learning and machine learning frameworks, including TensorRT, PyTorch, ONNX, OpenVINO, Python, RAPIDS FIL, and more. Triton supports inference across cloud, data center, edge and embedded devices on NVIDIA GPUs, x86 and ARM CPU, or AWS Inferentia. Triton Inference Server delivers optimized performance for many query types, including real time, batched, ensembles and audio/video streaming. Triton inference Server is part of NVIDIA AI Enterprise, a software platform that accelerates the data science pipeline and streamlines the development and deployment of production AI.
## Triton Architecture#
The following figure shows the Triton Inference Server high-level architecture. The model repository is a file-system based repository of the models that Triton will make available for inferencing. Inference requests arrive at the server via either HTTP/REST or GRPC or by the [C API](

SOURCE [2] (Triton architecture — NVIDIA Triton user guide):
# Triton Architecture#
The following figure shows the Triton Inference Server high-level architecture. The model repository is a file-system based repository of the models that Triton will make available for inferencing. Inference requests arrive at the server via either","unsupported"
"q19:raw:2","PagedAttention operates by dividing the KV cache into blocks that do not need to be contiguous in physical memory [1][2].","SOURCE [1] (vLLM: Easy, Fast, and Cheap LLM Serving — vLLM blog (part 2)):
To address this problem, we introduce **PagedAttention** , an attention algorithm inspired by the classic idea of virtual memory and paging in operating systems. Unlike the traditional attention algorithms, PagedAttention allows storing continuous keys and values in non-contiguous memory space. Specifically, PagedAttention partitions the KV cache of each sequence into blocks, each block containing the keys and values for a fixed number of tokens. During the attention computation, the PagedAttention kernel identifies and fetches these blocks efficiently.
  
_PagedAttention:_ KV Cache are partitioned into blocks. Blocks do not need to be contiguous in memory space.
Because the blocks do not need to be contiguous in memory, we can manage the keys and values in a more flexible way as in OS’s virtual memory: one can think of blocks as pages, tokens as bytes, and sequences as processes. The contiguous _logical blocks_ of a sequence are mapped to non-contiguous _physical blocks_ via a block table. The physical blocks are allocated on demand as new tokens are generated.
  
Example generation process for a request with PagedAttention.
In PagedAttention, memory waste only happens in the last block of a sequence. In practice, this results in near-optimal memory usage, with a mere waste of under 4%. This boost in memory efficiency proves highly beneficial: It allows the system to batch more sequences together, inc","supported"
"q03:verified:3","NVIDIA Dynamo Planner continuously monitors GPU capacity metrics in distributed inference environments (Source [1]).","SOURCE [1] (Introducing NVIDIA Dynamo — NVIDIA Developer Blog (part 4)):
__Figure 3. NVIDIA Dynamo architecture__
## NVIDIA Dynamo Planner: Optimizing GPU resources for distributed inference 
In large-scale distributed and disaggregated-serving inference systems, efficiently managing GPU resources is essential to maximize throughput and minimize latency. While disaggregated serving can significantly enhance inference throughput and efficiency, it might not always be the most effective solution for every incoming request. 
Imagine a scenario where a surge of summarization requests with long input sequence lengths (ISLs) but short output sequence lengths (OSLs) overwhelms the prefill GPUs. While the decode GPUs remain underutilized, the prefill GPUs become a bottleneck. In this case, allowing decode GPUs to perform both prefill and decode tasks in a traditional aggregated manner, or shifting decode GPUs to perform prefill tasks, might be more efficient. This approach can help balance the load, alleviate pressure on the prefill GPUs, and ultimately improve overall throughput.
Deciding between disaggregated and aggregated serving or how many GPUs should be assigned to each phase requires careful consideration of several factors. These factors include the time needed to transfer the KV cache between the prefill and decode GPUs, the GPUs’ queue wait times for incoming requests, and the estimated processing times for both disaggregated and aggregated configurations. In large-scale e","supported"
"q03:raw:0","NVIDIA Dynamo disaggregates the prefill and decode stages of LLM requests, allowing for specialized hardware allocation to optimize performance (Source [4], Source [8]).","SOURCE [4] (Disaggregated Serving — NVIDIA Dynamo design docs (part 2)):
The disaggregation design in Dynamo features a flexible framework that delivers strong performance across various conditions.
## Efficient KV Transfer
The key to high-performance disaggregation is efficient KV transfer. Dynamo leverages NIXL to transfer KV cache directly from the VRAM of the prefill engine to the VRAM of the decode engine. The KV transfer is non-blocking, allowing GPU forward passes to continue serving other requests during the transfer.
### Router Orchestration
The disaggregated serving flow is orchestrated by the `PrefillRouter`:
  1. **Worker Selection** : The router selects a prefill worker using KV-aware routing (based on cache overlap scores and load) or simple load balancing.
  2. **Prefill Execution** : The router sends the prefill request to the selected prefill worker. The prefill worker computes the KV cache and returns `disaggregated_params` containing backend-specific transfer metadata.
  3. **Decode Routing** : The router injects the prefill result into the decode request, th

SOURCE [8] (Disaggregated Serving — NVIDIA Dynamo design docs (part 1)):
Digest
Light
On this page
  * Efficient KV Transfer
  * Router Orchestration
  * Backend-Specific Transfer Metadata
  * Runtime-Reconfigurable xPyD

Scroll to top
Design Docs
# Disaggregated Serving
Ask a question|Copy page|View as Markdown|More actions

The prefill and decode phases of LLM requests have different computation cha","partial"
"q15:verified:0","NVIDIA NIM for Large Language Models (LLMs) is a comprehensive solution designed to simplify the deployment of advanced AI models in enterprise environments [1].","SOURCE [1] (NIM for LLMs: introduction — NVIDIA docs (part 1)):
Is this page helpful?
# Overview#
NVIDIA NIM for Large Language Models (NIM LLM) is a production-ready way to run large language models with NVIDIA inference microservices (NIMs). NIM LLM brings state-of-the-art LLM serving to enterprise and developer workflows with validated containers, curated weights, and direct alignment with upstream inference engines.
NIM LLM is designed for teams that do not have the bandwidth to track the fast-moving LLM ecosystem. Depending on the offering, it can prioritize rapid access to newly released models, validated best-in-class performance, or enterprise lifecycle guarantees for long-term production deployments.
## NIM Offerings#
NIM LLM is available under two NIM offerings so you can choose the right balance of publication speed, peak performance, and enterprise lifecycle guarantees:
  * **NIM Day 0:** Fast access to newly released models with functional validation on a smaller set of NVIDIA GPUs.
  * **NIM Certified:** Enterprise production packaging with broader compatibility, documented refresh cadence, CVE patching, OSRB compliance, security updates, FedRAMP ready branches for government use cases, and NVIDIA AI Enterprise support.

For more information, refer to NIM Offerings.
## Key Benefits#
NIM LLM aligns with upstream engines and eliminates heavy downstream abstraction layers to provide the following benefits:
  * **Faster Feature Access:** You receive updates in weeks","supported"
"q04:verified:0","The memory requirement for the KV cache grows linearly with batch size and sequence length [3].","SOURCE [3] (Mastering LLM Techniques: Inference Optimization — NVIDIA Developer Blog (part 3)):
With batching, the KV cache of each of the requests in the batch must still be allocated separately, and can have a large memory footprint. The formula below delineates the size of the KV cache, applicable to most common LLM architectures today.
**Size of KV cache per token in bytes = 2 * (num_layers) * (num_heads * dim_head) * precision_in_bytes**
The first factor of 2 accounts for the K and V matrices. Commonly, the value of (num_heads * dim_head) is the same as the hidden_size (or dimension of the model, d_model) of the transformer. These model attributes are commonly found in model cards or associated config files.
This memory size is required for each token in the input sequence, across the batch of inputs. Assuming half-precision, the total size of KV cache is given by the formula below.
**Total size of KV cache in bytes = (batch_size) * (sequence_length) * 2 * (num_layers) * (hidden_size) * sizeof(FP16)**
For example, with a Llama 2 7B model in 16-bit precision and a batch size of 1, the size of the KV cache will be 1 * 4096 * 2 * 32 * 4096 * 2 bytes, which is ~2 GB.","supported"
"q17:verified:2","**Token Generation**: The model generates additional tokens until a stop token is reached or a maximum length is exceeded [3].","SOURCE [3] (Continuous batching in LLM inference — Anyscale blog (part 1)):
Ray Summit returns Aug 24–26, 2026. Save 50% on your pass now!
Anyscale
Product
Use Cases
Developers
Customers
Pricing
Log inGet Started with $100 Credit
HomeBlogBlog Detail
# How continuous batching enables 23x throughput in LLM inference while reducing p50 latency
By Cade Daniel, Chen Shen, Eric Liang and Richard Liaw| June 22, 2023
In this blog, we’ll cover the basics of large language model (LLM) inference and highlight inefficiencies in traditional batching policies. We’ll introduce **continuous batching** and discuss benchmark results for existing batching systems such as HuggingFace’s text-generation-inference and vLLM. By leveraging vLLM, users can achieve 23x LLM inference throughput while reducing p50 latency.  
  
Due to the large GPU memory footprint and compute cost of LLMs, serving dominates the compute cost for most real world applications. ML engineers often treat LLMs like ""black boxes"" that can only be optimized with internal changes such as quantization and custom CUDA kernels. However, this is not entirely the case. Because LLMs iteratively generate their output, and because LLM inference is often memory and not compute bound, there are surprising _system-level_ batching optimizations that make 10x or more differences in real-world workloads.
One recent such proposed optimization is **continuous batching** , also known as **dynamic batching** , or batching with **iteration-level sc","unsupported"
"q16:raw:2","Pipeline parallelism involves sharding the model vertically into chunks, where each chunk is executed on a separate device [2].","SOURCE [2] (Mastering LLM Techniques: Inference Optimization — NVIDIA Developer Blog (part 2)):
AI-generated content may summarize information incompletely. Verify important information. Learn more
Stacking transformer layers to create large models results in better accuracies, few-shot learning capabilities, and even near-human emergent abilities on a wide range of language tasks. These foundation models are expensive to train, and they can be memory- and compute-intensive during inference (a recurring cost). The most popular large language models (LLMs) today can reach tens to hundreds of billions of parameters in size and, depending on the use case, may require ingesting long inputs (or contexts), which can also add expense. For example, retrieval-augmented generation (RAG) pipelines require putting large amounts of information into the input of the model, greatly increasing the amount of processing work the LLM has to do.
This post discusses the most pressing challenges in LLM inference, along with some practical solutions. Readers should have a basic understanding of transformer architecture and the attention mechanism in general. 
Developers can also explore these inference optimization techniques using open NVIDIA and community models—such as the Nemotron 3 family of open models—running on the open-source TensorRT-LLM library, available on GitHub. This makes it possible to experiment with real-world inference tradeoffs using production-grade code rather than abstract e","unsupported"
"q05:raw:2","It scales well with large datasets and has logarithmic time complexity for queries [7][10].","SOURCE [7] (Qdrant documentation overview (part 2)):
While dense vectors excel at capturing context, they can sometimes miss specific technical terms or unique identifiers. To bridge this gap, Qdrant also utilizes **sparse vectors** designed to capture precise **lexical matches** for specific keywords. Learn more in this guide.
The process of generating embeddings from unstructured data is called inference. On Qdrant Cloud, you can use Cloud Inference to let Qdrant generate embeddings on the server side. Alternatively, you can use a library like FastEmbed to generate embeddings on the client side.
The search process itself revolves into the concept of **Top-K** retrieval. When a user submits a request, it is instantly transformed into a **query vector**. The engine then calculates the similarity between this query vector and document vectors, returning the “Top-K” closest matches, where K is a user-defined number representing the desired volume of results. This allows developers to fine-tune the balance between the breadth of the search and the precision of the answers.

To deliver the most robust search experience, Qdrant enables **Hybrid Retrieval** with semantic and lexical search, which you can learn more about here.
##  Architecture
Qdrants operates in a client-server architecture, providing official client libraries for Python, JavaScript/TypeScript, Rust, Go, .NET, and Java. However, Qdrant exposes HTTP and gRPC interfaces to facilitate integration with virtually any p","unsupported"
"q19:raw:0","PagedAttention is an attention algorithm designed to optimize the key-value cache (KV cache) management in LLMs [1][2].","SOURCE [1] (vLLM: Easy, Fast, and Cheap LLM Serving — vLLM blog (part 2)):
To address this problem, we introduce **PagedAttention** , an attention algorithm inspired by the classic idea of virtual memory and paging in operating systems. Unlike the traditional attention algorithms, PagedAttention allows storing continuous keys and values in non-contiguous memory space. Specifically, PagedAttention partitions the KV cache of each sequence into blocks, each block containing the keys and values for a fixed number of tokens. During the attention computation, the PagedAttention kernel identifies and fetches these blocks efficiently.
  
_PagedAttention:_ KV Cache are partitioned into blocks. Blocks do not need to be contiguous in memory space.
Because the blocks do not need to be contiguous in memory, we can manage the keys and values in a more flexible way as in OS’s virtual memory: one can think of blocks as pages, tokens as bytes, and sequences as processes. The contiguous _logical blocks_ of a sequence are mapped to non-contiguous _physical blocks_ via a block table. The physical blocks are allocated on demand as new tokens are generated.
  
Example generation process for a request with PagedAttention.
In PagedAttention, memory waste only happens in the last block of a sequence. In practice, this results in near-optimal memory usage, with a mere waste of under 4%. This boost in memory efficiency proves highly beneficial: It allows the system to batch more sequences together, inc","supported"
"q05:raw:5","While they offer lower search accuracy compared to graph-based indexes, they are more memory-efficient [4].","SOURCE [4] (Vector indexing — Weaviate docs (part 1)):
Copy page
On this page
# Vector Indexing
What is vector indexing? It's a key component of vector databases that helps to significantly **increase the speed** of the search process of similarity search with only a minimal tradeoff in search accuracy (HNSW index), or efficiently store many subsets of data in a small memory footprint (flat index). The dynamic index can even start off as a flat index and then dynamically switch to the HNSW index as it scales past a threshold.
Weaviate's vector-first storage system takes care of all storage operations with a vector index. Storing data in a vector-first manner not only allows for semantic or context-based search, but also makes it possible to store _very_ large amounts of data without decreasing performance (assuming scaled well horizontally or having sufficient shards for the indexes).
Weaviate supports these vector index types:
  * HNSW index: a more complex index that is slower to build, but it scales well to large datasets as queries have a logarithmic time complexity.
  * Flat index: a simple, lightweight index that is designed for small datasets.
  * Dynamic index: allows you to automatically switch from a flat index to an HNSW index as object count scales
  * HFresh index: a cluster-based index that uses HNSW for the centroid index, providing strong memory efficiency by keeping most of the data on disk","unsupported"
"q13:verified:2","Later research explored MoEs as components in deeper networks and conditional computation techniques [8].","SOURCE [8] (Outrageously Large Neural Networks (sparse MoE) — arXiv (part 2)):
Full-text links:
## Access Paper:
View a PDF of the paper titled Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer, by Noam Shazeer and 6 other authors
  * View PDF
  * TeX Source

view license
### Current browse context:
cs.LG
< prev"") |  next >"")

new |  recent | 2017-01
Change to browse by: 
cs  
cs.CL  
cs.NE  
stat  
stat.ML

### References & Citations
  * NASA ADS
  * Google Scholar
  * Semantic Scholar

###  4 blog links
(what is this?) 
###  DBLP - CS Bibliography
listing | bibtex
Noam Shazeer  
Azalia Mirhoseini  
Krzysztof Maziarz  
Andy Davis  
Quoc V. Le
…
export BibTeX citation Loading...
## BibTeX formatted citation
×
loading...
Data provided by: 
### Bookmark
     
Bibliographic Tools
# Bibliographic and Citation Tools
Bibliographic Explorer Toggle
Bibliographic Explorer _(What is the Explorer?)_
Connected Papers Toggle
Connected Papers _(What is Connected Papers?)_
Litmaps Toggle
Litmaps _(What is Litmaps?)_
scite.ai Toggle
scite Smart Citations _(What are Smart Citations?)_
Code, Data, Media
# Code, Data and Media Associated with this Article
alphaXiv Toggle
alphaXiv _(What is alphaXiv?)_
Links to Code Toggle
CatalyzeX Code Finder for Papers _(What is CatalyzeX?)_
DagsHub Toggle
DagsHub _(What is DagsHub?)_
GotitPub Toggle
Gotit.pub _(What is GotitPub?)_
Huggingface Toggle
Hugging Face _(What is Huggingface?)_
ScienceCast Toggle
ScienceCast _(What is S","flag"
"q06:verified:5","The transformer architecture, as described in Wikipedia [6][7], involves tokenization and contextualization through a multi-head attention mechanism.","SOURCE [6] (Transformer (deep learning architecture) — Wikipedia (part 2)):
|  
In deep learning, the **transformer** is a family of artificial neural network architectures based on the multi-head attention ""Attention \(machine learning\)"") mechanism, in which text is converted to numerical representations called tokens, and each token is converted into a vector via lookup from a word embedding table.[[1]]( At each layer, each token ""Tokenization \(lexical analysis\)"") is then contextualized ""Contextualization \(computer science\)"") within the scope of the context window with other (unmasked) tokens via a parallel multi-head attention mechanism, allowing the signal for key tokens to be amplified and less important tokens to be diminished. Because self-attention alone is permutation-invariant, transformers inject positional information, typically through positional encodings or learned positional embeddings, so token order can affect the output.[[1]](
Transformers have the advantage of having no recurrent units, therefore requiring less training time than earlier recurrent neural architectures (RNNs) such as long short-term memory (LSTM).[[2]]( Later variations have been widely adopted for training large language models (LLMs) on large (language) datasets.[[3]]( Modern transformer designs are commonly grouped into encoder-only, decoder-only, and encoder-decoder variants, depending on whether they are optimized for representation learning, autoregressive generation, or conditio","partial"
"q16:verified:0","LLMs are memory- and compute-intensive during inference, particularly due to the high memory footprint of key-value (KV) caches used in the decode phase [1][3].","SOURCE [1] (Mastering LLM Techniques: Inference Optimization — NVIDIA Developer Blog (part 1)):
DEVELOPER
  * Home
  * Blog
  * Forums
  * Docs
  * Downloads
  * Training

*   *  Join 
  *

Technical Blog
 Subscribe 
 Related Resources 
Agentic AI / Generative AI
English 日本語
# Mastering LLM Techniques: Inference Optimization

Nov 17, 2023 
By Shashank Verma and Neal Vaidya
+327
Like 
 Discuss (0) 
  * L
  * T
  * F
  * R
  * E

AI-Generated Summary
Like
Dislike
  * Large language models (LLMs) are memory- and compute-intensive during inference, with costs associated with processing long inputs or contexts, such as in retrieval-augmented generation (RAG) pipelines.
  * The LLM inference process involves two phases: the prefill phase, which processes input tokens in a highly parallelized manner, and the decode phase, which generates output tokens autoregressively one at a time, underutilizing GPU compute ability.
  * Key-value (KV) caching is a common optimization for the decode phase, caching intermediate states to avoid recomputation, but it can lead to memory issues, especially with large batch sizes or sequence lengths.
  * Model parallelization techniques, such as pipeline parallelism, tensor parallelism, and sequence parallelism, can reduce the per-device memory footprint of LLMs, enabling larger models or batches to be processed.
  * Optimizations to the attention mechanism, including multi-query attention (MQA) and grouped-query attention (GQA), reduce memory required b","supported"
"q14:raw:4","**Training Costs and Efficiency**: While DeepSeek-V3 has achieved significant training efficiency through FP8 mixed precision training, the exact costs and detailed methodologies are not fully documented (Source [9], [10]).","SOURCE [9] (deepseek-ai/DeepSeek-V3 — GitHub README (part 7)):
The MindIE framework from the Huawei Ascend community has successfully adapted the BF16 version of DeepSeek-V3. For step-by-step guidance on Ascend NPUs, please follow the instructions here.
## 7. License

This code repository is licensed under the MIT License. The use of DeepSeek-V3 Base/Chat models is subject to the Model License. DeepSeek-V3 series (including Base and Chat) supports commercial use.
## 8. Citation

```
@misc{deepseekai2024deepseekv3technicalreport,
      title={DeepSeek-V3 Technical Report}, 
      author={DeepSeek-AI},
      year={2024},
      eprint={2412.19437},
      archivePrefix={arXiv},
      primaryClass={cs.CL},
      url={ 
}

```

## 9. Contact

If you have any questions, please raise an issue or contact us at service@deepseek.com.
## About
No description, website, or topics provided. 
### Resources
 Readme 
### License
MIT, Unknown licenses found 
### Licenses found
 MIT LICENSE-CODE   Unknown LICENSE-MODEL 
###  Uh oh! 
There was an error while loading. Please reload this page.
 Activity
 Custom properties
### Stars
 **104k** stars
### Watchers
 **749** watching
### Forks
 **16.7k** forks
 Report repository 
##  Releases 1
 v1.0.0 Latest  Jun 27, 2025 
##  Packages 0
###  Uh oh! 
There was an error while loading. Please reload this page.
###  Uh oh! 
There was an error while loading. Please reload this page.
##  Contributors
###  Uh oh! 
There was an error while loading. Please relo","unsupported"
"q05:verified:7","When a user query is received, the system computes an embedding for the query and retrieves relevant documents based on semantic similarity [12].","","flag"
"q17:raw:6","Up to 23x throughput improvement over naive batching methods using vLLM [1].","SOURCE [1] (Continuous batching in LLM inference — Anyscale blog (part 2)):
You can try out continuous batching today: see _this example to run vLLM on Ray Serve_.
The remainder of this blog is structured as follows:
  * We’ll cover the basics of how LLM inference works and highlight inefficiencies in traditional request-based dynamic batching policies.
  * We’ll introduce continuous batching and how it answers many of the inefficiencies of request-based dynamic batching. 
  * We then discuss our benchmarks and the implications this has on how to serve LLM models cost-effectively.

* * *
##  LinkThe basics of LLM inference
There is a lot to know about LLM inference, and we refer users to __Efficient Inference on a Single GPU__and __Optimization story: Bloom inference__ for more detail. However, at a high level, LLM inference is pretty straightforward.
For each request:
  1. You start with a sequence of tokens (called the ""prefix"" or ""prompt"").
  2. The LLM produces a sequence of completion tokens, stopping only after producing a stop token or reaching a maximum sequence length.","unsupported"
"q18:verified:2","For instance, an 8.3 billion parameter GPT-2 model was trained with a sustained performance of 15.1 PetaFLOPs across the entire application [1].","SOURCE [1] (Megatron-LM: Training Multi-Billion Parameter Models — arXiv):
Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism
Authors:Mohammad Shoeybi, Mostofa Patwary, Raul Puri, Patrick LeGresley, Jared Casper, Bryan Catanzaro
View a PDF of the paper titled Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism, by Mohammad Shoeybi and 5 other authors
View PDF
> Abstract:Recent work in language modeling demonstrates that training large transformer models advances the state of the art in Natural Language Processing applications. However, very large models can be quite difficult to train due to memory constraints. In this work, we present our techniques for training very large transformer models and implement a simple, efficient intra-layer model parallel approach that enables training transformer models with billions of parameters. Our approach does not require a new compiler or library changes, is orthogonal and complimentary to pipeline model parallelism, and can be fully implemented with the insertion of a few communication operations in native PyTorch. We illustrate this approach by converging transformer based models up to 8.3 billion parameters using 512 GPUs. We sustain 15.1 PetaFLOPs across the entire application with 76% scaling efficiency when compared to a strong single GPU baseline that sustains 39 TeraFLOPs, which is 30% of peak FLOPs. To demonstrate that large language models can further advance ","unsupported"
